,End Date,Group,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths
521,03/27/2021,By Total,Alaska,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,1.0
522,03/27/2021,By Total,Alaska,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,0.0
523,03/27/2021,By Total,Alaska,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,1.0
524,03/27/2021,By Total,Alaska,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,6.0
525,03/27/2021,By Total,Alaska,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,7.0
526,03/27/2021,By Total,Alaska,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,11.0
527,03/27/2021,By Total,Alaska,Circulatory diseases,Hypertensive diseases,I10-I15,85+,4.0
530,03/27/2021,By Total,Alaska,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0
531,03/27/2021,By Total,Alaska,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0
532,03/27/2021,By Total,Alaska,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,0.0
533,03/27/2021,By Total,Alaska,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,2.0
534,03/27/2021,By Total,Alaska,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,1.0
535,03/27/2021,By Total,Alaska,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,3.0
536,03/27/2021,By Total,Alaska,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,6.0
537,03/27/2021,By Total,Alaska,Circulatory diseases,Ischemic heart disease,I20-I25,85+,2.0
540,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrest,I46,0-24,0.0
541,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrest,I46,25-34,0.0
542,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrest,I46,35-44,2.0
543,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrest,I46,45-54,0.0
544,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrest,I46,55-64,1.0
545,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrest,I46,65-74,7.0
546,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrest,I46,75-84,4.0
547,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrest,I46,85+,4.0
550,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0
551,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0.0
552,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,0.0
553,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,3.0
554,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,8.0
555,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,4.0
556,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,4.0
557,03/27/2021,By Total,Alaska,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,8.0
560,03/27/2021,By Total,Alaska,Circulatory diseases,Heart failure,I50,0-24,0.0
561,03/27/2021,By Total,Alaska,Circulatory diseases,Heart failure,I50,25-34,0.0
562,03/27/2021,By Total,Alaska,Circulatory diseases,Heart failure,I50,35-44,0.0
563,03/27/2021,By Total,Alaska,Circulatory diseases,Heart failure,I50,45-54,0.0
564,03/27/2021,By Total,Alaska,Circulatory diseases,Heart failure,I50,55-64,2.0
565,03/27/2021,By Total,Alaska,Circulatory diseases,Heart failure,I50,65-74,1.0
566,03/27/2021,By Total,Alaska,Circulatory diseases,Heart failure,I50,75-84,3.0
567,03/27/2021,By Total,Alaska,Circulatory diseases,Heart failure,I50,85+,14.0
570,03/27/2021,By Total,Alaska,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,6.0
571,03/27/2021,By Total,Alaska,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0.0
572,03/27/2021,By Total,Alaska,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0.0
573,03/27/2021,By Total,Alaska,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,0.0
574,03/27/2021,By Total,Alaska,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,0.0
575,03/27/2021,By Total,Alaska,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,5.0
576,03/27/2021,By Total,Alaska,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,7.0
577,03/27/2021,By Total,Alaska,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,11.0
580,03/27/2021,By Total,Alaska,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,1.0
581,03/27/2021,By Total,Alaska,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,4.0
582,03/27/2021,By Total,Alaska,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,4.0
583,03/27/2021,By Total,Alaska,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,6.0
584,03/27/2021,By Total,Alaska,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,0.0
585,03/27/2021,By Total,Alaska,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,3.0
586,03/27/2021,By Total,Alaska,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,3.0
587,03/27/2021,By Total,Alaska,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,5.0
590,03/27/2021,By Total,Alaska,Sepsis,Sepsis,A40-A41,0-24,0.0
591,03/27/2021,By Total,Alaska,Sepsis,Sepsis,A40-A41,25-34,0.0
592,03/27/2021,By Total,Alaska,Sepsis,Sepsis,A40-A41,35-44,6.0
593,03/27/2021,By Total,Alaska,Sepsis,Sepsis,A40-A41,45-54,6.0
594,03/27/2021,By Total,Alaska,Sepsis,Sepsis,A40-A41,55-64,4.0
595,03/27/2021,By Total,Alaska,Sepsis,Sepsis,A40-A41,65-74,3.0
596,03/27/2021,By Total,Alaska,Sepsis,Sepsis,A40-A41,75-84,6.0
597,03/27/2021,By Total,Alaska,Sepsis,Sepsis,A40-A41,85+,5.0
600,03/27/2021,By Total,Alaska,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0
601,03/27/2021,By Total,Alaska,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0.0
602,03/27/2021,By Total,Alaska,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,6.0
603,03/27/2021,By Total,Alaska,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,0.0
604,03/27/2021,By Total,Alaska,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,2.0
605,03/27/2021,By Total,Alaska,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,13.0
606,03/27/2021,By Total,Alaska,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,7.0
607,03/27/2021,By Total,Alaska,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,6.0
610,03/27/2021,By Total,Alaska,Diabetes,Diabetes,E10-E14,0-24,0.0
611,03/27/2021,By Total,Alaska,Diabetes,Diabetes,E10-E14,25-34,0.0
612,03/27/2021,By Total,Alaska,Diabetes,Diabetes,E10-E14,35-44,0.0
613,03/27/2021,By Total,Alaska,Diabetes,Diabetes,E10-E14,45-54,7.0
614,03/27/2021,By Total,Alaska,Diabetes,Diabetes,E10-E14,55-64,4.0
615,03/27/2021,By Total,Alaska,Diabetes,Diabetes,E10-E14,65-74,3.0
616,03/27/2021,By Total,Alaska,Diabetes,Diabetes,E10-E14,75-84,7.0
617,03/27/2021,By Total,Alaska,Diabetes,Diabetes,E10-E14,85+,3.0
620,03/27/2021,By Total,Alaska,Obesity,Obesity,E65-E68,0-24,0.0
621,03/27/2021,By Total,Alaska,Obesity,Obesity,E65-E68,25-34,1.0
622,03/27/2021,By Total,Alaska,Obesity,Obesity,E65-E68,35-44,7.0
623,03/27/2021,By Total,Alaska,Obesity,Obesity,E65-E68,45-54,5.0
624,03/27/2021,By Total,Alaska,Obesity,Obesity,E65-E68,55-64,3.0
625,03/27/2021,By Total,Alaska,Obesity,Obesity,E65-E68,65-74,8.0
626,03/27/2021,By Total,Alaska,Obesity,Obesity,E65-E68,75-84,1.0
627,03/27/2021,By Total,Alaska,Obesity,Obesity,E65-E68,85+,8.0
630,03/27/2021,By Total,Alaska,Alzheimer disease,Alzheimer disease,G30,0-24,0.0
631,03/27/2021,By Total,Alaska,Alzheimer disease,Alzheimer disease,G30,25-34,0.0
632,03/27/2021,By Total,Alaska,Alzheimer disease,Alzheimer disease,G30,35-44,0.0
633,03/27/2021,By Total,Alaska,Alzheimer disease,Alzheimer disease,G30,45-54,0.0
634,03/27/2021,By Total,Alaska,Alzheimer disease,Alzheimer disease,G30,55-64,4.0
635,03/27/2021,By Total,Alaska,Alzheimer disease,Alzheimer disease,G30,65-74,0.0
636,03/27/2021,By Total,Alaska,Alzheimer disease,Alzheimer disease,G30,75-84,6.0
637,03/27/2021,By Total,Alaska,Alzheimer disease,Alzheimer disease,G30,85+,2.0
640,03/27/2021,By Total,Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0
641,03/27/2021,By Total,Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0
642,03/27/2021,By Total,Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0
643,03/27/2021,By Total,Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0.0
644,03/27/2021,By Total,Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,0.0
645,03/27/2021,By Total,Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,2.0
646,03/27/2021,By Total,Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,2.0
647,03/27/2021,By Total,Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,13.0
650,03/27/2021,By Total,Alaska,Renal failure,Renal failure,N17-N19,0-24,0.0
651,03/27/2021,By Total,Alaska,Renal failure,Renal failure,N17-N19,25-34,0.0
652,03/27/2021,By Total,Alaska,Renal failure,Renal failure,N17-N19,35-44,4.0
653,03/27/2021,By Total,Alaska,Renal failure,Renal failure,N17-N19,45-54,4.0
654,03/27/2021,By Total,Alaska,Renal failure,Renal failure,N17-N19,55-64,6.0
655,03/27/2021,By Total,Alaska,Renal failure,Renal failure,N17-N19,65-74,7.0
656,03/27/2021,By Total,Alaska,Renal failure,Renal failure,N17-N19,75-84,8.0
657,03/27/2021,By Total,Alaska,Renal failure,Renal failure,N17-N19,85+,4.0
660,03/27/2021,By Total,Alaska,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0.0
661,03/27/2021,By Total,Alaska,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0.0
662,03/27/2021,By Total,Alaska,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,8.0
663,03/27/2021,By Total,Alaska,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,0.0
664,03/27/2021,By Total,Alaska,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,8.0
665,03/27/2021,By Total,Alaska,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,4.0
666,03/27/2021,By Total,Alaska,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,0.0
667,03/27/2021,By Total,Alaska,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,0.0
670,03/27/2021,By Total,Alaska,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,8.0
671,03/27/2021,By Total,Alaska,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,2.0
672,03/27/2021,By Total,Alaska,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,8.0
673,03/27/2021,By Total,Alaska,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,2.0
674,03/27/2021,By Total,Alaska,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,19.0
675,03/27/2021,By Total,Alaska,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,49.0
676,03/27/2021,By Total,Alaska,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,30.0
677,03/27/2021,By Total,Alaska,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,30.0
680,03/27/2021,By Total,Alaska,COVID-19,COVID-19,U071,0-24,1.0
681,03/27/2021,By Total,Alaska,COVID-19,COVID-19,U071,25-34,7.0
682,03/27/2021,By Total,Alaska,COVID-19,COVID-19,U071,35-44,10.0
683,03/27/2021,By Total,Alaska,COVID-19,COVID-19,U071,45-54,13.0
684,03/27/2021,By Total,Alaska,COVID-19,COVID-19,U071,55-64,36.0
685,03/27/2021,By Total,Alaska,COVID-19,COVID-19,U071,65-74,79.0
686,03/27/2021,By Total,Alaska,COVID-19,COVID-19,U071,75-84,88.0
687,03/27/2021,By Total,Alaska,COVID-19,COVID-19,U071,85+,75.0
690,03/27/2021,By Total,Arizona,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,31.0
691,03/27/2021,By Total,Arizona,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,91.0
692,03/27/2021,By Total,Arizona,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,207.0
693,03/27/2021,By Total,Arizona,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,577.0
694,03/27/2021,By Total,Arizona,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,1299.0
695,03/27/2021,By Total,Arizona,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,2157.0
696,03/27/2021,By Total,Arizona,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,2428.0
697,03/27/2021,By Total,Arizona,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,1685.0
700,03/27/2021,By Total,Arizona,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0
701,03/27/2021,By Total,Arizona,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,1.0
702,03/27/2021,By Total,Arizona,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,15.0
703,03/27/2021,By Total,Arizona,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,27.0
704,03/27/2021,By Total,Arizona,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,107.0
705,03/27/2021,By Total,Arizona,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,266.0
706,03/27/2021,By Total,Arizona,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,369.0
707,03/27/2021,By Total,Arizona,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,286.0
710,03/27/2021,By Total,Arizona,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,16.0
711,03/27/2021,By Total,Arizona,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,30.0
712,03/27/2021,By Total,Arizona,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,75.0
713,03/27/2021,By Total,Arizona,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,208.0
714,03/27/2021,By Total,Arizona,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,483.0
715,03/27/2021,By Total,Arizona,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,705.0
716,03/27/2021,By Total,Arizona,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,627.0
717,03/27/2021,By Total,Arizona,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,354.0
720,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory failure,J96,0-24,17.0
721,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory failure,J96,25-34,61.0
722,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory failure,J96,35-44,140.0
723,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory failure,J96,45-54,404.0
724,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory failure,J96,55-64,1014.0
725,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory failure,J96,65-74,1758.0
726,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory failure,J96,75-84,2093.0
727,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory failure,J96,85+,1469.0
730,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0
731,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory arrest,R09.2,25-34,7.0
732,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory arrest,R09.2,35-44,6.0
733,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory arrest,R09.2,45-54,14.0
734,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory arrest,R09.2,55-64,28.0
735,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory arrest,R09.2,65-74,60.0
736,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory arrest,R09.2,75-84,114.0
737,03/27/2021,By Total,Arizona,Respiratory diseases,Respiratory arrest,R09.2,85+,105.0
740,03/27/2021,By Total,Arizona,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,7.0
741,03/27/2021,By Total,Arizona,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,11.0
742,03/27/2021,By Total,Arizona,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,44.0
743,03/27/2021,By Total,Arizona,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,58.0
